contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho,as_of,strike_diff
MSFT100220P00025000,MSFT,2010-02-20,25.0,put,0.06,0.01,0.06,0,0.07,0,467,2499,2010-01-27,0.29292,-0.01021,0.01217,-0.00126,0.00206,-0.00020,2010-01-27,2.5
MSFT091121C00020000,MSFT,2009-11-21,20.0,call,6.23,0.01,6.40,0,6.65,0,10,37,2009-10-22,0.01976,1.00000,0.00000,-0.00006,0.00000,0.01644,2009-10-22,0.0
MSFT091121P00020000,MSFT,2009-11-21,20.0,put,0.01,0.01,0.00,0,0.02,0,112,645,2009-10-22,0.42950,-0.00877,0.00726,-0.00130,0.00181,-0.00020,2009-10-22,0.0
MSFT090822C00019000,MSFT,2009-08-22,19.0,call,5.62,0.01,5.75,0,5.85,0,0,539,2009-07-22,0.01976,1.00000,0.00000,-0.00007,0.00000,0.01614,2009-07-22,0.5
MSFT090822P00019000,MSFT,2009-08-22,19.0,put,0.03,0.01,0.02,0,0.03,0,11,1939,2009-07-22,0.40999,-0.01100,0.00977,-0.00138,0.00209,-0.00024,2009-07-22,0.5
MSFT090516C00014000,MSFT,2009-05-16,14.0,call,5.10,0.01,4.75,0,4.80,0,50,635,2009-04-22,0.01976,1.00000,0.00000,-0.00006,0.00000,0.00920,2009-04-22,0.0
MSFT090516P00014000,MSFT,2009-05-16,14.0,put,0.03,0.01,0.00,0,0.03,0,1,1587,2009-04-22,0.50755,-0.01010,0.01100,-0.00137,0.00129,-0.00013,2009-04-22,0.0
MSFT090221C00015000,MSFT,2009-02-21,15.0,call,4.38,0.01,4.40,0,4.50,0,34,782,2009-01-21,0.01976,1.00000,0.00000,-0.00009,0.00000,0.01274,2009-01-21,1.0
MSFT090221P00015000,MSFT,2009-02-21,15.0,put,0.12,0.01,0.10,0,0.13,0,2270,11733,2009-01-21,0.40999,-0.01371,0.01513,-0.00131,0.00198,-0.00024,2009-01-21,1.0
MSFT081122C00015000,MSFT,2008-11-22,15.0,call,6.30,0.01,6.70,0,6.85,0,129,252,2008-10-22,0.01976,1.00000,0.00000,-0.00033,0.00000,0.01273,2008-10-22,0.5
MSFT081122P00015000,MSFT,2008-11-22,15.0,put,0.26,0.01,0.28,0,0.30,0,9515,16627,2008-10-22,0.54657,-0.00932,0.00731,-0.00138,0.00157,-0.00018,2008-10-22,0.5
MSFT080719C00020000,MSFT,2008-07-19,20.0,call,7.20,0.01,7.10,0,7.30,0,13,1316,2008-07-16,0.01976,1.00000,0.00000,-0.00107,0.00000,0.00164,2008-07-16,0.0
MSFT080719P00020000,MSFT,2008-07-19,20.0,put,0.02,0.01,0.01,0,0.02,0,21,4767,2008-07-16,1.46362,-0.00817,0.00617,-0.01344,0.00055,-0.00002,2008-07-16,0.0
MSFT080517C00024000,MSFT,2008-05-17,24.0,call,7.45,0.01,7.35,0,7.55,0,10,612,2008-04-23,0.01976,1.00000,0.00000,-0.00143,0.00000,0.01576,2008-04-23,1.5
MSFT080517P00024000,MSFT,2008-05-17,24.0,put,0.03,0.01,0.02,0,0.03,0,380,3628,2008-04-23,0.44901,-0.00780,0.00592,-0.00160,0.00173,-0.00017,2008-04-23,1.5
MSFT080216C00022500,MSFT,2008-02-16,22.5,call,8.95,0.01,9.15,0,9.40,0,71,69,2008-01-23,0.01976,1.00000,0.00000,-0.00211,0.00000,0.01476,2008-01-23,0.5
MSFT080216P00022500,MSFT,2008-02-16,22.5,put,0.04,0.01,0.04,0,0.05,0,448,113,2008-01-23,0.56608,-0.00622,0.00379,-0.00168,0.00144,-0.00014,2008-01-23,0.5
